LOCATION,Country,SEX,Sex,AGE,Age,VAR,Variant,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CZE,Czech Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,4596.325,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,18883.54,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,18899.35,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,18918.83,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,18944.1,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,18977.15,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,19021.07,,
FRA,France,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,19072.38,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,18417.99,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,18425.36,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,18437.32,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,18455.81,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,18480.58,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,18516.57,,
FRA,France,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,18560.11,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,37301.54,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,37324.71,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,37356.15,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,37399.91,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,37457.72,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,37537.64,,
FRA,France,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,37632.49,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,18965.5,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,18763,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,18560.5,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,18373,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,18211.5,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,18059,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,17916.5,,
DEU,Germany,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,17785,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,17837.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,17640.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,17441.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,17259,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,17101.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,16952.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,16813.5,,
DEU,Germany,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,16686,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,36803,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,36403.5,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,36003.5,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,35632.5,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,35312,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,35011,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,34730,,
DEU,Germany,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,34471,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,21939.93,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,21679.39,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,21430.42,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,21188.14,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,20937.66,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,20687.92,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,20420.25,,
JPN,Japan,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,20148.16,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,22773.8,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,22508.88,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,22251.84,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,21997.66,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,21730.98,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,21466.13,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,21184.65,,
JPN,Japan,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,20901.97,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,44713.73,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,44188.27,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,43682.27,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,43185.8,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,42668.64,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,42154.05,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,41604.9,,
JPN,Japan,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,41050.13,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,10943.97,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,10817.51,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,10680.9,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,10527.24,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,10358.83,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,10184.89,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,10011.33,,
KOR,Korea,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,9838.614,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,11798.66,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,11654.97,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,11491.47,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,11309.38,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,11112.94,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,10907.86,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,10701,,
KOR,Korea,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,10497.55,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,22742.64,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,22472.48,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,22172.36,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,21836.62,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,21471.77,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,21092.75,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,20712.34,,
KOR,Korea,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,20336.16,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,1248.37,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,1230.28,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,1213.29,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,1196.108,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,1179.746,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,1164.773,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,1150.211,,
SVK,Slovak Republic,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,1138.615,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,1218.281,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,1199.465,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,1181.634,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,1164.062,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,1146.929,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,1131.392,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,1116.5,,
SVK,Slovak Republic,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,1104.183,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,2466.651,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,2429.745,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,2394.924,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,2360.17,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,2326.675,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,2296.165,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,2266.711,,
SVK,Slovak Republic,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,2242.798,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,113936.2,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,114385.2,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,114743.8,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,115090.3,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,115454.9,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,115861.7,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,116297.3,,
USA,United States,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,116771.5,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,109697,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,110085.2,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,110382.2,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,110671.4,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,111002.9,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,111389.3,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,111797.7,,
USA,United States,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,112241.7,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,223633.2,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,224470.3,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,225126,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,225761.8,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,226457.9,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,227251,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,228095,,
USA,United States,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,229013.2,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,395608.1,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,389265.5,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,383673.8,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,378521.6,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,374120,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,370404.2,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,367271.3,,
CHN,China (People's Republic of),MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,364662.7,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,347761.3,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,341620.5,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,336220.9,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,331573.4,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,327643.7,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,324372,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,321647.2,,
CHN,China (People's Republic of),FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,319403.7,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,743372.9,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,730888.3,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,719894.7,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,710097.4,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,701766.9,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,694778.8,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,688919.9,,
CHN,China (People's Republic of),TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,684066.4,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,511280.2,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,511398.3,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,511457.3,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,510913.8,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,510374.2,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,509828.9,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,509272.1,,
IND,India,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,508692,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,476721.7,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,476681.9,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,476576.4,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,476209.3,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,475828.1,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,475406.3,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,474920.2,,
IND,India,FE,Females,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,474355.2,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,988002.4,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2054,2054,PER,Persons,3,Thousands,,,988080.5,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2055,2055,PER,Persons,3,Thousands,,,988033.8,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2056,2056,PER,Persons,3,Thousands,,,987123.5,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2057,2057,PER,Persons,3,Thousands,,,986203.1,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2058,2058,PER,Persons,3,Thousands,,,985236.1,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2059,2059,PER,Persons,3,Thousands,,,984192.8,,
IND,India,TT,All persons,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2060,2060,PER,Persons,3,Thousands,,,983047.1,,
IDN,Indonesia,MA,Males,D199G502,Population (hist&proj) 20-64,VAR1,Baseline,2053,2053,PER,Persons,3,Thousands,,,96077.2,,
